Date,Open,High,Low,Close,Volume
09/13/2022,"47.13","47.32","46.02","46.19","16,603,180"
09/12/2022,"48.08","48.35","47.69","47.76","13,744,800"
09/09/2022,"47.20","47.99","47.10","47.84","17,509,279"
09/08/2022,"46.02","47.12","45.87","47.08","18,271,039"
09/07/2022,"45.70","46.21","45.38","46.13","15,378,910"
09/06/2022,"45.96","46.44","45.53","45.76","17,153,471"
09/02/2022,"46.74","46.80","45.53","45.70","14,667,690"
09/01/2022,"45.14","46.65","45.14","46.63","19,947,619"
08/31/2022,"46.01","46.29","45.13","45.23","26,416,770"
08/30/2022,"46.34","46.35","45.80","45.85","16,303,020"
08/29/2022,"46.38","46.69","46.12","46.23","13,400,450"
08/26/2022,"47.62","47.96","46.70","46.82","16,546,730"
08/25/2022,"47.52","47.95","47.27","47.90","14,460,000"
08/24/2022,"47.90","48.01","47.38","47.43","15,551,470"
08/23/2022,"48.42","48.52","47.76","48.01","16,248,860"
08/22/2022,"49.21","49.40","48.74","48.90","13,601,210"
08/19/2022,"48.84","49.45","48.73","49.15","15,350,200"
08/18/2022,"49.39","49.52","48.38","48.58","18,916,320"
08/17/2022,"49.65","49.86","49.25","49.27","13,607,170"
08/16/2022,"49.38","50.18","49.36","49.86","12,874,770"
08/15/2022,"49.97","50.07","49.39","49.75","15,797,760"
08/12/2022,"48.55","50.39","48.55","50.11","25,835,471"
08/11/2022,"48.22","49.13","47.81","48.29","44,048,793"
08/10/2022,"49.93","50.05","49.38","49.95","17,355,141"
08/09/2022,"49.75","50.11","49.52","49.78","12,095,590"
08/08/2022,"49.39","49.81","48.94","49.57","16,077,440"
08/05/2022,"49.64","49.97","49.06","49.27","16,376,600"
08/04/2022,"49.90","50.05","49.21","49.86","17,026,270"
08/03/2022,"49.79","50.07","49.34","49.86","16,500,080"
08/02/2022,"50.90","51.47","49.63","49.69","17,802,020"
08/01/2022,"50.32","51.30","50.15","50.61","19,709,859"
07/29/2022,"50.56","50.71","49.28","50.51","25,037,900"
07/28/2022,"50.85","52.33","49.10","50.72","38,984,887"
07/27/2022,"51.94","52.25","51.19","51.95","19,203,520"
07/26/2022,"51.84","52.85","51.71","52.30","16,632,510"
07/25/2022,"51.34","51.88","51.34","51.77","12,995,820"
07/22/2022,"51.26","51.53","50.95","51.23","10,932,120"
07/21/2022,"50.57","51.14","50.18","51.12","15,103,830"
07/20/2022,"51.39","51.46","50.51","50.82","12,774,400"
07/19/2022,"51.04","51.51","50.61","51.37","13,402,110"
07/18/2022,"51.96","51.97","50.52","50.75","15,742,860"
07/15/2022,"51.04","51.91","50.43","51.75","19,885,711"
07/14/2022,"50.75","51.59","50.63","51.39","14,023,840"
07/13/2022,"51.86","52.31","51.51","51.79","12,927,320"
07/12/2022,"52.69","52.78","51.71","52.04","14,633,530"
07/11/2022,"53.00","53.74","52.75","52.89","12,924,940"
07/08/2022,"53.05","53.92","52.76","53.17","11,322,700"
07/07/2022,"52.95","53.54","52.79","53.42","17,847,631"
07/06/2022,"51.64","52.96","51.58","52.75","21,305,529"
07/05/2022,"51.75","51.89","50.40","51.64","18,407,850"
07/01/2022,"52.04","52.37","51.25","52.31","16,143,270"
06/30/2022,"51.69","52.89","51.09","52.43","33,495,730"
06/29/2022,"50.73","51.44","50.66","50.94","13,925,670"
06/28/2022,"51.83","51.97","50.41","50.66","16,458,770"
06/27/2022,"51.48","52.23","51.26","51.88","16,154,270"
06/24/2022,"50.65","51.64","50.30","51.59","24,343,180"
06/23/2022,"49.23","50.17","48.98","50.09","20,061,650"
06/22/2022,"48.03","49.58","47.77","49.07","20,384,881"
06/21/2022,"47.32","48.44","46.95","48.11","19,622,150"
06/17/2022,"47.38","48.03","46.28","46.53","45,047,688"
06/16/2022,"47.69","48.00","47.06","47.48","20,424,510"
06/15/2022,"47.88","48.98","47.18","48.51","25,748,000"
06/14/2022,"47.75","48.47","47.22","47.92","23,290,330"
06/13/2022,"48.82","49.28","47.71","47.91","26,988,990"
06/10/2022,"51.31","51.37","49.95","49.97","23,832,189"
06/09/2022,"53.27","53.65","51.70","51.78","17,578,109"
06/08/2022,"54.06","54.56","53.41","53.47","12,789,800"
06/07/2022,"53.28","53.97","53.01","53.96","15,091,190"
06/06/2022,"53.19","53.72","53.00","53.26","16,544,400"
06/03/2022,"52.46","53.53","52.46","53.20","18,124,961"
06/02/2022,"52.37","52.74","51.04","52.68","21,903,359"
06/01/2022,"53.25","53.28","51.84","52.37","17,430,570"
05/31/2022,"53.32","53.50","51.94","53.04","66,058,203"
05/27/2022,"53.92","54.41","53.52","53.91","21,407,510"
05/26/2022,"54.06","54.92","53.88","53.99","23,516,311"
05/25/2022,"53.20","54.05","53.05","53.71","24,003,920"
05/24/2022,"52.71","53.61","52.71","53.41","26,729,779"
05/23/2022,"52.58","53.70","52.48","52.88","24,035,840"
05/20/2022,"51.27","52.70","51.13","52.47","31,250,359"
05/19/2022,"50.00","50.89","49.59","50.65","19,865,520"
05/18/2022,"51.22","51.42","50.16","50.40","22,275,990"
05/17/2022,"50.95","51.52","50.18","51.34","19,918,199"
05/16/2022,"49.87","51.05","49.87","50.67","19,435,570"
05/13/2022,"50.38","50.79","49.68","49.92","22,423,689"
05/12/2022,"49.00","50.43","48.72","50.39","33,468,441"
05/11/2022,"49.07","50.24","49.03","49.45","29,699,500"
05/10/2022,"49.04","49.90","48.69","49.49","27,335,891"
05/09/2022,"48.38","49.17","47.77","48.64","25,012,350"
05/06/2022,"48.09","49.22","48.04","49.04","19,891,430"
05/05/2022,"49.46","49.55","47.55","48.45","28,333,000"
05/04/2022,"48.89","49.87","47.91","49.66","28,613,660"
05/03/2022,"48.87","50.04","47.70","49.29","33,716,941"
05/02/2022,"47.68","48.76","47.46","48.34","36,228,406"
04/29/2022,"49.87","50.34","49.00","49.07","28,343,301"
04/28/2022,"50.44","50.77","49.49","50.51","28,227,721"
04/27/2022,"49.11","49.91","48.21","49.74","25,819,240"
04/26/2022,"48.99","50.25","48.92","49.03","25,366,480"
04/25/2022,"47.85","49.19","47.12","48.95","27,390,590"
04/22/2022,"48.95","49.10","47.90","48.13","22,156,801"
04/21/2022,"49.93","50.01","48.92","49.11","19,105,580"
04/20/2022,"50.00","50.16","49.21","49.75","24,751,801"
04/19/2022,"51.66","51.88","49.37","50.18","33,441,512"
04/18/2022,"52.83","53.11","51.63","51.84","17,065,051"
04/14/2022,"53.40","53.91","53.04","53.12","17,240,119"
04/13/2022,"53.13","53.82","52.70","53.10","15,777,810"
04/12/2022,"53.30","53.93","52.65","53.11","22,810,730"
04/11/2022,"55.46","56.32","53.78","53.93","22,054,311"
04/08/2022,"54.85","55.58","54.46","55.17","24,612,250"
04/07/2022,"52.50","55.41","52.50","55.16","36,305,672"
04/06/2022,"51.16","53.09","51.16","52.87","31,717,520"
04/05/2022,"50.81","52.15","50.75","51.24","21,176,711"
04/04/2022,"51.78","51.87","50.37","50.94","20,491,539"
04/01/2022,"52.12","52.16","51.10","51.57","19,073,141"
03/31/2022,"52.00","52.88","51.74","51.77","26,055,230"
03/30/2022,"53.20","53.72","51.97","52.44","27,599,650"
03/29/2022,"54.00","54.08","52.62","52.74","39,970,031"
03/28/2022,"52.53","53.56","52.50","53.28","21,863,711"
03/25/2022,"52.74","53.25","52.51","52.78","17,435,471"
03/24/2022,"52.54","52.85","52.29","52.59","25,177,480"
03/23/2022,"53.02","53.50","52.16","52.19","29,183,689"
03/22/2022,"54.20","54.32","52.50","53.04","32,253,609"
03/21/2022,"54.24","55.30","53.90","54.19","34,592,461"
03/18/2022,"54.38","55.00","53.71","54.51","51,814,969"
03/17/2022,"52.92","54.25","52.79","54.24","30,598,580"
03/16/2022,"52.54","53.27","52.18","52.92","29,891,420"
03/15/2022,"52.62","52.92","51.18","52.21","30,172,131"
03/14/2022,"50.72","52.91","50.39","52.25","42,314,539"
03/11/2022,"49.14","50.90","48.94","50.27","33,701,930"
03/10/2022,"48.31","49.29","48.05","49.20","24,542,340"
03/09/2022,"48.13","49.22","48.00","48.75","24,718,920"
03/08/2022,"47.58","48.42","46.47","47.44","32,913,301"
03/07/2022,"48.25","48.84","47.52","47.98","33,171,301"
03/04/2022,"47.50","48.77","47.41","48.65","33,222,898"
03/03/2022,"47.68","48.59","47.48","47.83","30,553,340"
03/02/2022,"46.11","47.93","46.00","47.70","36,516,152"
03/01/2022,"46.69","47.14","45.44","45.75","29,854,510"
02/28/2022,"46.82","47.17","46.34","46.94","35,296,047"
02/25/2022,"45.81","48.03","45.74","47.72","31,199,189"
02/24/2022,"45.86","46.76","45.40","45.96","44,227,352"
02/23/2022,"47.59","48.16","46.78","46.87","25,792,980"
02/22/2022,"47.54","48.31","47.35","47.53","34,814,809"
02/18/2022,"48.78","49.52","48.20","48.53","26,955,311"
02/17/2022,"49.81","49.96","48.75","48.90","21,231,670"
02/16/2022,"49.59","50.78","49.43","49.68","27,672,590"
02/15/2022,"49.80","50.04","49.21","49.79","29,161,061"
02/14/2022,"49.82","50.50","48.48","49.80","42,973,121"
02/11/2022,"50.33","51.24","50.08","50.78","34,997,793"
02/10/2022,"51.04","51.37","50.39","50.60","34,200,602"
02/09/2022,"51.64","51.72","50.90","51.47","38,522,207"
02/08/2022,"50.64","51.80","49.69","51.70","67,921,969"
02/07/2022,"53.30","53.58","52.24","53.21","32,358,539"
02/04/2022,"53.02","53.43","52.63","53.00","24,932,160"
02/03/2022,"53.33","53.89","53.09","53.38","22,635,801"
02/02/2022,"52.84","54.13","52.45","53.86","32,039,350"
02/01/2022,"52.74","53.16","52.39","53.07","27,883,330"
01/31/2022,"54.00","54.14","52.39","52.69","38,644,578"
01/28/2022,"53.77","54.67","53.10","54.33","28,590,400"
01/27/2022,"53.02","54.58","53.00","53.37","36,957,199"
01/26/2022,"52.57","53.62","52.46","53.01","39,644,848"
01/25/2022,"51.36","52.84","51.24","52.54","43,983,168"
01/24/2022,"51.75","52.06","49.82","51.54","59,080,738"
01/21/2022,"54.42","54.87","52.46","52.79","41,058,969"
01/20/2022,"53.96","54.52","53.07","54.05","35,105,320"
01/19/2022,"53.65","54.49","53.45","53.54","27,300,369"
01/18/2022,"54.50","54.55","53.43","54.11","35,607,020"
01/14/2022,"54.98","55.38","54.51","54.95","27,072,551"
01/13/2022,"56.53","56.75","55.22","55.54","28,117,939"
01/12/2022,"56.34","57.16","55.90","56.65","27,608,529"
01/11/2022,"56.75","57.43","55.81","56.69","33,576,633"
01/10/2022,"55.71","56.26","54.74","56.24","34,044,648"
01/07/2022,"55.36","55.77","54.63","55.72","27,703,369"
01/06/2022,"55.16","55.63","54.49","54.84","37,000,391"
01/05/2022,"55.84","56.44","55.37","55.63","52,956,422"
01/04/2022,"56.22","56.43","53.94","54.53","66,993,078"
01/03/2022,"58.50","58.55","56.34","56.65","57,253,152"
